estimation_id,feature_set,features,horizon,response_type,dep_col,scale_col,nobs,country_n,year_min,year_max,rank,regressor_count,status,beta_numerator_profile,beta_denominator_profile,var_numerator_profile,var_denominator_profile,cov_numerator_denominator_profile,denominator_t_stat,ratio,ratio_std_error,ratio_p_value,ratio_ci95_low,ratio_ci95_high
log_gdp_pc__h3__investment_path,log_gdp_pc,log_gdp_pc,3,investment_path_over_initial_investment,gi_dyn_h3,gi_dyn0,506,27,2004,2022,8,8,OK,-0.003579717290369406,0.03980766360519818,1.0704141178848273e-05,2.206068410958859e-06,-4.155352741050346e-06,26.801382736104397,-0.08992533010407468,0.07933811497856524,0.25702774116077753,-0.24542517806336028,0.06557451785521094
log_gdp_pc__h4__output,log_gdp_pc,log_gdp_pc,4,output_over_initial_investment,y_dyn_h4,gi_dyn0,481,27,2004,2021,8,8,OK,-0.002649979074189531,0.039713344248176526,0.000435184385060889,2.407411546574018e-06,-1.593718825514247e-05,25.595362858936227,-0.0667276736411139,0.52401254913086,0.8986714299806886,-1.0937733973846249,0.960318050102397
log_gdp_pc__h4__investment_path,log_gdp_pc,log_gdp_pc,4,investment_path_over_initial_investment,gi_dyn_h4,gi_dyn0,481,27,2004,2021,8,8,OK,-0.0025290378199048216,0.039713344248176526,5.312893830580627e-06,2.407411546574018e-06,-2.9708702459643103e-06,25.595362858936227,-0.06368231806670234,0.05599055424454309,0.25538109524226993,-0.17342178786044302,0.04605715172703834
log_gdp_pc__h5__output,log_gdp_pc,log_gdp_pc,5,output_over_initial_investment,y_dyn_h5,gi_dyn0,456,27,2004,2020,8,8,OK,-0.0038216608752228583,0.03989602451675735,6.90662191670518e-05,2.4837624480648454e-06,3.860234203502392e-06,25.314805429694292,-0.09579051851689291,0.20945315807172635,0.647429389626456,-0.5063111647856513,0.3147301277518655
log_gdp_pc__h5__investment_path,log_gdp_pc,log_gdp_pc,5,investment_path_over_initial_investment,gi_dyn_h5,gi_dyn0,456,27,2004,2020,8,8,OK,-0.0006399097200504519,0.03989602451675735,7.529246270347565e-06,2.4837624480648454e-06,2.6005958152753567e-06,25.314805429694292,-0.01603943570321583,0.06916033982979423,0.8166027367623134,-0.1515912109281635,0.11951233952173182
log_gdp_pc__h6__output,log_gdp_pc,log_gdp_pc,6,output_over_initial_investment,y_dyn_h6,gi_dyn0,431,27,2004,2019,8,8,OK,-0.011812318841049154,0.039983009832519394,8.716344722253807e-05,2.5675208797462454e-06,-1.075927689509657e-05,24.95275438100759,-0.29543345762433915,0.22513762711603666,0.18944088068302367,-0.7366950983365792,0.14582818308790085
log_gdp_pc__h6__investment_path,log_gdp_pc,log_gdp_pc,6,investment_path_over_initial_investment,gi_dyn_h6,gi_dyn0,431,27,2004,2019,8,8,OK,-0.0005702973929998781,0.039983009832519394,1.8488259283051726e-06,2.5675208797462454e-06,5.502020293148618e-07,24.95275438100759,-0.014263493303499075,0.03415616040420218,0.6762421505137564,-0.08120833754590838,0.05268135093891023
log_gdp_pc__h7__output,log_gdp_pc,log_gdp_pc,7,output_over_initial_investment,y_dyn_h7,gi_dyn0,405,27,2004,2018,8,8,OK,-0.0004029741705688363,0.0404031551988254,0.00022371945816008728,2.4128016065924963e-06,7.456123022960778e-06,26.010845835310455,-0.009973829236498628,0.37032339170445766,0.9785133681524778,-0.7357943396099543,0.7158466811369572
log_gdp_pc__h7__investment_path,log_gdp_pc,log_gdp_pc,7,investment_path_over_initial_investment,gi_dyn_h7,gi_dyn0,405,27,2004,2018,8,8,OK,0.0010614431304104563,0.0404031551988254,3.8094791096017297e-06,2.4128016065924963e-06,1.6739647737046103e-06,26.010845835310455,0.026271293050927732,0.0477575802959994,0.5822529677082504,-0.06733184431801079,0.11987443041986626
log_gdp_pc__h8__output,log_gdp_pc,log_gdp_pc,8,output_over_initial_investment,y_dyn_h8,gi_dyn0,378,27,2004,2017,8,8,OK,0.002272304427745193,0.04075830667811546,3.8027006877677397e-05,2.5707629997551758e-06,4.864287562109993e-06,25.420559934011038,0.05575070735127649,0.150230037354264,0.7105613629922656,-0.2386947552591878,0.35019616996174074
log_gdp_pc__h8__investment_path,log_gdp_pc,log_gdp_pc,8,investment_path_over_initial_investment,gi_dyn_h8,gi_dyn0,378,27,2004,2017,8,8,OK,0.005603984485213431,0.04075830667811546,5.218644179931106e-06,2.5707629997551758e-06,-2.7050794248454063e-06,25.420559934011038,0.13749306440697653,0.060153502406430345,0.0222716167726138,0.01959436614642962,0.25539176266752345
trade_plus_debt__h0__output,trade+debt,trade|debt,0,output_over_initial_investment,y_dyn_h0,gi_dyn0,531,27,2004,2023,10,10,OK,0.05762666207525728,0.042184975818201575,0.00010141200407947912,6.633331810199989e-07,4.161465998103136e-06,51.79548970591795,1.3660470572177754,0.22648048162088455,1.6231145316680795e-09,0.9221534700395562,1.8099406443959947
trade_plus_debt__h0__investment_path,trade+debt,trade|debt,0,investment_path_over_initial_investment,gi_dyn_h0,gi_dyn0,531,27,2004,2023,10,10,OK,0.042184975818201575,0.042184975818201575,6.633331810199989e-07,6.633331810199989e-07,6.633331810199989e-07,51.79548970591795,1.0,0.0,,1.0,1.0
trade_plus_debt__h1__output,trade+debt,trade|debt,1,output_over_initial_investment,y_dyn_h1,gi_dyn0,531,27,2004,2023,10,10,OK,0.03212252462956612,0.042184975818201575,0.00017892830808871724,6.633331810199989e-07,4.426373919147562e-06,51.79548970591795,0.761468366557797,0.31140613559764146,0.014474852487746936,0.15112355622162355,1.3718131768939705
trade_plus_debt__h1__investment_path,trade+debt,trade|debt,1,investment_path_over_initial_investment,gi_dyn_h1,gi_dyn0,531,27,2004,2023,10,10,OK,0.0006879099702955879,0.042184975818201575,8.704596929329229e-06,6.633331810199989e-07,-2.562866573797575e-07,51.79548970591795,0.01630698979798336,0.06997281380550553,0.8157245161369455,-0.12083720515773452,0.15345118475370126
trade_plus_debt__h2__output,trade+debt,trade|debt,2,output_over_initial_investment,y_dyn_h2,gi_dyn0,531,27,2004,2023,10,10,OK,-0.006839314247020935,0.042184975818201575,0.00010166876514177342,6.968531151275999e-07,2.1572497312083514e-06,50.53440790623158,-0.16212677889150223,0.23986324752425703,0.49909564079278956,-0.6322501052538622,0.3079965474708577
trade_plus_debt__h2__investment_path,trade+debt,trade|debt,2,investment_path_over_initial_investment,gi_dyn_h2,gi_dyn0,531,27,2004,2023,10,10,OK,-0.008256592632817495,0.042184975818201575,5.789301250847975e-06,6.968531151275999e-07,4.231021273647925e-08,50.53440790623158,-0.19572353599062675,0.057249505510251715,0.0006290227344174504,-0.3079305049234474,-0.08351656705780605
trade_plus_debt__h3__output,trade+debt,trade|debt,3,output_over_initial_investment,y_dyn_h3,gi_dyn0,506,27,2004,2022,10,10,OK,-0.023695657120825372,0.04222345663320338,0.00019485375379169005,8.080980628618699e-07,-8.934821823601165e-06,46.97012881145864,-0.5611965246396182,0.3222002071705093,0.08154985548651039,-1.1926973265051601,0.0703042772259238
trade_plus_debt__h3__investment_path,trade+debt,trade|debt,3,investment_path_over_initial_investment,gi_dyn_h3,gi_dyn0,506,27,2004,2022,10,10,OK,-0.006424165874857596,0.04222345663320338,1.0560625455236057e-05,8.080980628618699e-07,-1.935887756762709e-06,46.97012881145864,-0.15214684886328816,0.07485735332884517,0.04210403891769143,-0.2988645653658142,-0.0054291323607621456
trade_plus_debt__h4__output,trade+debt,trade|debt,4,output_over_initial_investment,y_dyn_h4,gi_dyn0,481,27,2004,2021,10,10,OK,-0.01804126989864735,0.04212779460345413,0.0002440862823558627,8.234492407816938e-07,-1.1747451857094545e-05,46.42482845055113,-0.4282509936365887,0.3632470396988129,0.23841710373870306,-1.140202108937053,0.2837001216638756
trade_plus_debt__h4__investment_path,trade+debt,trade|debt,4,investment_path_over_initial_investment,gi_dyn_h4,gi_dyn0,481,27,2004,2021,10,10,OK,-0.0030761281147917503,0.04212779460345413,4.0083156758789775e-06,8.234492407816938e-07,-1.3011208276321396e-06,46.42482845055113,-0.0730189686820096,0.046410472813168624,0.1156425285394369,-0.1639818239012954,0.017943886537276188
trade_plus_debt__h5__output,trade+debt,trade|debt,5,output_over_initial_investment,y_dyn_h5,gi_dyn0,456,27,2004,2020,10,10,OK,-0.01057511008290614,0.04220655224687292,3.358698280102128e-05,8.104257038159608e-07,2.271883637125559e-06,46.88385063699108,-0.25055612268565836,0.13972109772342525,0.07293151230037531,-0.5244044421039731,0.023292196732656367
trade_plus_debt__h5__investment_path,trade+debt,trade|debt,5,investment_path_over_initial_investment,gi_dyn_h5,gi_dyn0,456,27,2004,2020,10,10,OK,-4.824674400860822e-05,0.04220655224687292,1.397993987051729e-06,8.104257038159608e-07,2.464787185638976e-07,46.88385063699108,-0.0011431102859670993,0.02801950439709928,0.9674577718495492,-0.05606032976894335,0.05377410919700915
trade_plus_debt__h6__output,trade+debt,trade|debt,6,output_over_initial_investment,y_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,-0.003032313291353392,0.04235272897443014,1.538892531588079e-05,7.295643690407279e-07,1.5362323138776356e-06,49.584917085569145,-0.07159664476837155,0.09329466710850286,0.44282896571062413,-0.25445083225069065,0.11125754271394758
trade_plus_debt__h6__investment_path,trade+debt,trade|debt,6,investment_path_over_initial_investment,gi_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,-0.000628111476657299,0.04235272897443014,1.975792256547252e-06,7.295643690407279e-07,6.442531962256673e-07,49.584917085569145,-0.014830484171079327,0.033350072901787355,0.6565429246356567,-0.08019542594036773,0.05053445759820908
trade_plus_debt__h7__output,trade+debt,trade|debt,7,output_over_initial_investment,y_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,0.007772494898158042,0.04255653308438939,1.2675770434521433e-05,4.919208826544638e-07,6.940268392718586e-07,60.676233058143495,0.18263928790311051,0.08287445187033017,0.02753792793958909,0.02020834699876531,0.34507022880745575
trade_plus_debt__h7__investment_path,trade+debt,trade|debt,7,investment_path_over_initial_investment,gi_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,0.0019789953280490743,0.04255653308438939,4.6747069196378765e-06,4.919208826544638e-07,1.1439790681926943e-06,60.676233058143495,0.046502738466141884,0.050229878865386844,0.35455079009367774,-0.05194601505782593,0.1449514919901097
trade_plus_debt__h8__output,trade+debt,trade|debt,8,output_over_initial_investment,y_dyn_h8,gi_dyn0,378,27,2004,2017,10,10,OK,0.0130358632573715,0.04274346252235891,1.6512072146560082e-05,2.689097422105961e-07,1.5341566681003611e-06,82.42641891959192,0.3049791123157723,0.09240827618202187,0.0009656633654804292,0.12386221912557902,0.48609600550596554
trade_plus_debt__h8__investment_path,trade+debt,trade|debt,8,investment_path_over_initial_investment,gi_dyn_h8,gi_dyn0,378,27,2004,2017,10,10,OK,0.0023613634396955274,0.04274346252235891,1.4366774507795419e-06,2.689097422105961e-07,2.8658426329185327e-07,82.42641891959192,0.05524501994802852,0.027739411148906403,0.04641809584808332,0.0008767731438231521,0.1096132667522339
trade_plus_liq__h0__output,trade+liq,trade|liq,0,output_over_initial_investment,y_dyn_h0,gi_dyn0,531,27,2004,2023,10,10,OK,0.05719019797376632,0.042000074430365256,0.00011008449133629072,1.3784093024543168e-06,5.970176567489649e-06,35.77346126160856,1.3616689672439937,0.23374733499145636,5.69799940564053e-09,0.9035326091785202,1.819805325309467
trade_plus_liq__h0__investment_path,trade+liq,trade|liq,0,investment_path_over_initial_investment,gi_dyn_h0,gi_dyn0,531,27,2004,2023,10,10,OK,0.042000074430365256,0.042000074430365256,1.3784093024543168e-06,1.3784093024543168e-06,1.3784093024543168e-06,35.77346126160856,1.0,3.422430662215606e-18,0.0,1.0,1.0
trade_plus_liq__h1__output,trade+liq,trade|liq,1,output_over_initial_investment,y_dyn_h1,gi_dyn0,531,27,2004,2023,10,10,OK,0.042719311437894356,0.042000074430365256,0.00016330457547845457,1.3784093024543168e-06,8.214806461508264e-07,35.77346126160856,1.0171246603079613,0.3040345899154719,0.0008215682613519348,0.4212278140192319,1.6130215065966906
trade_plus_liq__h1__investment_path,trade+liq,trade|liq,1,investment_path_over_initial_investment,gi_dyn_h1,gi_dyn0,531,27,2004,2023,10,10,OK,0.0014192073836475215,0.042000074430365256,6.436549359019043e-06,1.3784093024543168e-06,-7.542194986663439e-07,35.77346126160856,0.03379059210955735,0.060651560876597344,0.5774409998189527,-0.085084282814712,0.1526654670338267
trade_plus_liq__h2__output,trade+liq,trade|liq,2,output_over_initial_investment,y_dyn_h2,gi_dyn0,531,27,2004,2023,10,10,OK,-0.0010860546085388007,0.042000074430365256,0.00011573121094167841,1.616732278498376e-06,-2.20904739061939e-06,33.03170607601825,-0.025858397235448798,0.25601343385507774,0.9195472341416182,-0.5276355071498284,0.4759187126789308
trade_plus_liq__h2__investment_path,trade+liq,trade|liq,2,investment_path_over_initial_investment,gi_dyn_h2,gi_dyn0,531,27,2004,2023,10,10,OK,-0.008077001819993736,0.042000074430365256,3.537535474010433e-06,1.616732278498376e-06,-9.430255873081923e-08,33.03170607601825,-0.19230922634161376,0.04493030441284988,1.8675274996660107e-05,-0.28037100480522054,-0.10424744787800698
trade_plus_liq__h3__output,trade+liq,trade|liq,3,output_over_initial_investment,y_dyn_h3,gi_dyn0,506,27,2004,2022,10,10,OK,-0.022817157690784594,0.0420278511541278,0.00017361493467730885,1.7221163992216165e-06,-1.3421656924464532e-05,32.026238555765254,-0.5429056462370094,0.30054537054897074,0.07085562768990039,-1.131963748233237,0.046152455759218114
trade_plus_liq__h3__investment_path,trade+liq,trade|liq,3,investment_path_over_initial_investment,gi_dyn_h3,gi_dyn0,506,27,2004,2022,10,10,OK,-0.0059066459927736665,0.0420278511541278,8.838487308174215e-06,1.7221163992216165e-06,-2.442481521075929e-06,32.026238555765254,-0.14054123231550325,0.06807657810881546,0.038974317676131465,-0.2739688735995094,-0.007113591031497141
trade_plus_liq__h4__output,trade+liq,trade|liq,4,output_over_initial_investment,y_dyn_h4,gi_dyn0,481,27,2004,2021,10,10,OK,-0.01617390327008445,0.041918813947898044,0.00023509108138076545,1.7539918928396226e-06,-1.752250118833645e-05,31.651565507034608,-0.38583876180722587,0.35530524927413754,0.2775073075006085,-1.0822242539025613,0.31054673028810964
trade_plus_liq__h4__investment_path,trade+liq,trade|liq,4,investment_path_over_initial_investment,gi_dyn_h4,gi_dyn0,481,27,2004,2021,10,10,OK,-0.0020939814256874406,0.041918813947898044,5.737550413895632e-06,1.7539918928396226e-06,-2.6854640791628287e-06,31.651565507034608,-0.04995326032578362,0.055812156691669626,0.37077386977233195,-0.15934307734096223,0.05943655668939499
trade_plus_liq__h5__output,trade+liq,trade|liq,5,output_over_initial_investment,y_dyn_h5,gi_dyn0,456,27,2004,2020,10,10,OK,-0.006404137559046664,0.04203936844824366,1.656490627016367e-05,1.6950624767924814e-06,-5.9820870247789e-08,32.2896492898032,-0.15233667382351504,0.09687570321662509,0.11583552299856215,-0.3422095631050912,0.03753621545806113
trade_plus_liq__h5__investment_path,trade+liq,trade|liq,5,investment_path_over_initial_investment,gi_dyn_h5,gi_dyn0,456,27,2004,2020,10,10,OK,-0.00020927889260847628,0.04203936844824366,2.0691402326082146e-06,1.6950624767924814e-06,7.035507107179571e-07,32.2896492898032,-0.004978164523716094,0.0342749676029437,0.8845198136779429,-0.07215586659676286,0.06219953754933068
trade_plus_liq__h6__output,trade+liq,trade|liq,6,output_over_initial_investment,y_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,-0.001074840289268594,0.042178292658821025,2.3732124121048755e-05,1.6336254785088229e-06,-1.7380981794733559e-06,32.99990934370703,-0.02548325741781313,0.11528611161635285,0.825058482755533,-0.2514398841035294,0.20047336926790316
trade_plus_liq__h6__investment_path,trade+liq,trade|liq,6,investment_path_over_initial_investment,gi_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,-0.0012813372535697134,0.042178292658821025,2.8226758599981164e-06,1.6336254785088229e-06,1.5556432015119906e-06,32.99990934370703,-0.03037906877678556,0.04050473960235845,0.45324706088315736,-0.10976689960058134,0.04900876204701021
trade_plus_liq__h7__output,trade+liq,trade|liq,7,output_over_initial_investment,y_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,0.009915374989140177,0.04261735659243702,1.6831479115748278e-05,1.102812207962631e-06,-4.7681060137912464e-07,40.58221299362256,0.23266048816598314,0.09706823697015747,0.016535536806937312,0.042410239661675175,0.4229107366702911
trade_plus_liq__h7__investment_path,trade+liq,trade|liq,7,investment_path_over_initial_investment,gi_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,0.002210451831390737,0.04261735659243702,1.5295071738619022e-06,1.102812207962631e-06,4.572320838870516e-07,40.58221299362256,0.051867408214215927,0.028594533864757393,0.06969429004160399,-0.004176848315419465,0.10791166474385132
trade_plus_liq__h8__output,trade+liq,trade|liq,8,output_over_initial_investment,y_dyn_h8,gi_dyn0,378,27,2004,2017,10,10,OK,0.01526374768553994,0.042917963800586045,9.651584178567512e-06,8.291582241832732e-07,1.929442153889996e-06,47.13249202892806,0.35564939092780334,0.06746645068291475,1.3531333009630941e-07,0.22341757742454274,0.487881204431064
trade_plus_liq__h8__investment_path,trade+liq,trade|liq,8,investment_path_over_initial_investment,gi_dyn_h8,gi_dyn0,378,27,2004,2017,10,10,OK,0.00265345209272639,0.042917963800586045,2.6432931395684688e-06,8.291582241832732e-07,-6.281251567467138e-07,47.13249202892806,0.06182614126465518,0.038456959023933604,0.107907233271894,-0.013548113377187289,0.13720039590649766
trade_plus_log_gdp_pc__h0__output,trade+log_gdp_pc,trade|log_gdp_pc,0,output_over_initial_investment,y_dyn_h0,gi_dyn0,531,27,2004,2023,10,10,OK,0.05433235361969418,0.03960071765988037,9.374428610986836e-05,2.1833725001940496e-06,2.864847014998576e-06,26.80026809204549,1.3720042673554493,0.23955295448349093,1.0200992717201984e-08,0.9024891041776444,1.8415194305332543
trade_plus_log_gdp_pc__h0__investment_path,trade+log_gdp_pc,trade|log_gdp_pc,0,investment_path_over_initial_investment,gi_dyn_h0,gi_dyn0,531,27,2004,2023,10,10,OK,0.03960071765988037,0.03960071765988037,2.1833725001940496e-06,2.1833725001940496e-06,2.1833725001940496e-06,26.80026809204549,1.0,4.9191051900859045e-18,0.0,1.0,1.0
trade_plus_log_gdp_pc__h1__output,trade+log_gdp_pc,trade|log_gdp_pc,1,output_over_initial_investment,y_dyn_h1,gi_dyn0,531,27,2004,2023,10,10,OK,0.023576353068918986,0.03960071765988037,0.0003046070827926292,2.1833725001940496e-06,-7.252343150723015e-06,26.80026809204549,0.5953516618413275,0.44747943095595705,0.18336809774670293,-0.2816919066548258,1.4723952303374808
trade_plus_log_gdp_pc__h1__investment_path,trade+log_gdp_pc,trade|log_gdp_pc,1,investment_path_over_initial_investment,gi_dyn_h1,gi_dyn0,531,27,2004,2023,10,10,OK,-0.004117629459493368,0.03960071765988037,8.329391666626492e-06,2.1833725001940496e-06,-3.9747692532536304e-07,26.80026809204549,-0.1039786575298597,0.07262039417948009,0.15219800379504633,-0.24631201466474278,0.0383546996050234
trade_plus_log_gdp_pc__h2__output,trade+log_gdp_pc,trade|log_gdp_pc,2,output_over_initial_investment,y_dyn_h2,gi_dyn0,531,27,2004,2023,10,10,OK,-0.009239916357137536,0.03960071765988037,0.00014017741727341304,2.6729040785438058e-06,-5.991467354629503e-07,24.22207639932146,-0.233326992619089,0.2988327376397105,0.43492330119446043,-0.8190283957944284,0.35237441055625046
trade_plus_log_gdp_pc__h2__investment_path,trade+log_gdp_pc,trade|log_gdp_pc,2,investment_path_over_initial_investment,gi_dyn_h2,gi_dyn0,531,27,2004,2023,10,10,OK,-0.006186540613538825,0.03960071765988037,3.291553239730883e-06,2.6729040785438058e-06,1.2639989353650683e-07,24.22207639932146,-0.15622294188386468,0.04653703406849307,0.0007880463498619594,-0.24743385260542455,-0.06501203116230479
trade_plus_log_gdp_pc__h3__output,trade+log_gdp_pc,trade|log_gdp_pc,3,output_over_initial_investment,y_dyn_h3,gi_dyn0,506,27,2004,2022,10,10,OK,-0.022090148851357645,0.039601229649466045,0.00011576627088633034,3.3512448660802556e-06,-1.5653666285708393e-05,21.63244411729385,-0.5578147205753621,0.2516894941162352,0.026672242538836155,-1.0511170643302887,-0.06451237682043542
trade_plus_log_gdp_pc__h3__investment_path,trade+log_gdp_pc,trade|log_gdp_pc,3,investment_path_over_initial_investment,gi_dyn_h3,gi_dyn0,506,27,2004,2022,10,10,OK,-0.0038369916056617877,0.039601229649466045,1.216872302833149e-05,3.3512448660802556e-06,-5.928681339841403e-06,21.63244411729385,-0.09689071878891829,0.08394567339588292,0.24841514283052302,-0.2614212153028109,0.06763977772497436
trade_plus_log_gdp_pc__h4__output,trade+log_gdp_pc,trade|log_gdp_pc,4,output_over_initial_investment,y_dyn_h4,gi_dyn0,481,27,2004,2021,10,10,OK,-0.005931526903249964,0.03953312251771931,0.00034097272529211065,3.9001377624725916e-06,-2.9929094561807824e-05,20.018021186443416,-0.15003942328591346,0.46095642553358307,0.7448057905861134,-1.0534974157740553,0.7534185692022284
trade_plus_log_gdp_pc__h4__investment_path,trade+log_gdp_pc,trade|log_gdp_pc,4,investment_path_over_initial_investment,gi_dyn_h4,gi_dyn0,481,27,2004,2021,10,10,OK,-0.0036474542645215263,0.03953312251771931,4.8505667186156925e-06,3.9001377624725916e-06,-3.6018545495037076e-06,20.018021186443416,-0.09226324742971379,0.05195774419857738,0.07577640721291146,-0.19409855477687032,0.009572059917442768
trade_plus_log_gdp_pc__h5__output,trade+log_gdp_pc,trade|log_gdp_pc,5,output_over_initial_investment,y_dyn_h5,gi_dyn0,456,27,2004,2020,10,10,OK,-0.014099221710365319,0.03973933724065856,5.7297998065523305e-05,4.3329365478857315e-06,8.45345882667313e-06,19.091034180963337,-0.3547925730361694,0.20106300574566538,0.07763369801455866,-0.7488688229210434,0.03928367684870454
trade_plus_log_gdp_pc__h5__investment_path,trade+log_gdp_pc,trade|log_gdp_pc,5,investment_path_over_initial_investment,gi_dyn_h5,gi_dyn0,456,27,2004,2020,10,10,OK,-0.0007445974761251667,0.03973933724065856,1.1021748456790248e-05,4.3329365478857315e-06,3.725354657404199e-06,19.091034180963337,-0.01873703810448418,0.08407509932987003,0.8236438997974127,-0.18352120478765702,0.14604712857868865
trade_plus_log_gdp_pc__h6__output,trade+log_gdp_pc,trade|log_gdp_pc,6,output_over_initial_investment,y_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,-0.015227023450980388,0.039838341011645836,6.452214923369741e-05,4.612194112265372e-06,-1.1169715582779813e-05,18.550151303696076,-0.3822203200311256,0.1889413285757689,0.04307750635683605,-0.7525385192307811,-0.011902120831470131
trade_plus_log_gdp_pc__h6__investment_path,trade+log_gdp_pc,trade|log_gdp_pc,6,investment_path_over_initial_investment,gi_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,-0.0013068915565483076,0.039838341011645836,2.2051938813892597e-06,4.612194112265372e-06,1.6686702112176068e-06,18.550151303696076,-0.032804868961944664,0.03823040471471353,0.3908465096524305,-0.10773508531717343,0.04212534739328411
trade_plus_log_gdp_pc__h7__output,trade+log_gdp_pc,trade|log_gdp_pc,7,output_over_initial_investment,y_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,0.006160713451035365,0.040309343311090554,9.195824948722152e-05,4.324735614323951e-06,9.169055798351682e-06,19.383220741545475,0.15283586744367356,0.2343766392114522,0.5143397988513156,-0.3065339042283108,0.6122056391156578
trade_plus_log_gdp_pc__h7__investment_path,trade+log_gdp_pc,trade|log_gdp_pc,7,investment_path_over_initial_investment,gi_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,0.0018800190420340528,0.040309343311090554,4.4550201623695255e-06,4.324735614323951e-06,2.9905760814277277e-06,19.383220741545475,0.046639783425020266,0.05075353415867964,0.3581235475100435,-0.05283531561411519,0.14611488246415572
trade_plus_log_gdp_pc__h8__output,trade+log_gdp_pc,trade|log_gdp_pc,8,output_over_initial_investment,y_dyn_h8,gi_dyn0,378,27,2004,2017,10,10,OK,0.008130513736009436,0.04067807025406193,3.082816540887287e-05,4.270029897220815e-06,5.955758790069004e-06,19.68542901937121,0.19987461758212485,0.1315100252958124,0.1285503889470414,-0.05788029560361882,0.4576295307678685
trade_plus_log_gdp_pc__h8__investment_path,trade+log_gdp_pc,trade|log_gdp_pc,8,investment_path_over_initial_investment,gi_dyn_h8,gi_dyn0,378,27,2004,2017,10,10,OK,0.005887499064177917,0.04067807025406193,5.184919848818043e-06,4.270029897220815e-06,-3.419029022441537e-06,19.68542901937121,0.1447339814156995,0.061527302044676296,0.01865502272327202,0.024142685342216363,0.2653252774891826
debt_plus_liq__h0__output,debt+liq,debt|liq,0,output_over_initial_investment,y_dyn_h0,gi_dyn0,583,27,2004,2025,10,10,OK,0.048976557970462735,0.04246502921237618,0.00014856054898099478,6.793354647388798e-07,-5.889559388872953e-08,51.52159310239628,1.153338614828712,0.2880278205963784,6.22116083235369e-05,0.5888144599142465,1.7178627697431774
debt_plus_liq__h0__investment_path,debt+liq,debt|liq,0,investment_path_over_initial_investment,gi_dyn_h0,gi_dyn0,583,27,2004,2025,10,10,OK,0.04246502921237618,0.04246502921237618,6.793354647388798e-07,6.793354647388798e-07,6.793354647388798e-07,51.52159310239628,1.0,0.0,,1.0,1.0
debt_plus_liq__h1__output,debt+liq,debt|liq,1,output_over_initial_investment,y_dyn_h1,gi_dyn0,557,27,2004,2024,10,10,OK,0.042161225537874276,0.04248876878069052,0.00012878248803009773,6.878875715645562e-07,-7.096286078731553e-07,51.228945338054416,0.9922910629746207,0.2692419931164996,0.0002282550897367841,0.4645864533405005,1.519995672608741
debt_plus_liq__h1__investment_path,debt+liq,debt|liq,1,investment_path_over_initial_investment,gi_dyn_h1,gi_dyn0,557,27,2004,2024,10,10,OK,0.0011781297498627257,0.04248876878069052,1.1290170929537607e-05,6.878875715645562e-07,-1.4370645344696705e-06,51.228945338054416,0.027728027515782933,0.0793621830102182,0.72679961943826,-0.12781899291872126,0.18327504795028712
debt_plus_liq__h2__output,debt+liq,debt|liq,2,output_over_initial_investment,y_dyn_h2,gi_dyn0,531,27,2004,2023,10,10,OK,0.0016067750737459102,0.042484481515241215,8.016519449676599e-05,6.472949223890701e-07,-2.939888757296334e-06,52.805507675583044,0.03782028205215316,0.2110408984793392,0.8577741415439073,-0.37581227823232544,0.45145284233663174
debt_plus_liq__h2__investment_path,debt+liq,debt|liq,2,investment_path_over_initial_investment,gi_dyn_h2,gi_dyn0,531,27,2004,2023,10,10,OK,-0.008259276106549161,0.042484481515241215,4.629467150743428e-06,6.472949223890701e-07,-6.211324342803572e-07,52.805507675583044,-0.1944068942817665,0.04944340872383515,8.42746029463548e-05,-0.2913141946533769,-0.09749959391015611
debt_plus_liq__h3__output,debt+liq,debt|liq,3,output_over_initial_investment,y_dyn_h3,gi_dyn0,506,27,2004,2022,10,10,OK,-0.020098136221401115,0.04252607691938184,0.00016040227310454432,5.819398482273076e-07,-3.501903232092313e-06,55.74632882062396,-0.47260734300748813,0.29485033052114756,0.10896291361211308,-1.0505033716586683,0.10528868564369193
debt_plus_liq__h3__investment_path,debt+liq,debt|liq,3,investment_path_over_initial_investment,gi_dyn_h3,gi_dyn0,506,27,2004,2022,10,10,OK,-0.0058223094009290065,0.04252607691938184,7.759187099706101e-06,5.819398482273076e-07,-7.724295779159259e-07,55.74632882062396,-0.13691150989465972,0.06464947034310707,0.03419612258066285,-0.26362214338673984,-0.010200876402579578
